lambda0 k theta mu0 sigma alpha epsilon weight
0.268027 573 0.000483896 0.0305732 0.33007 -0.130162 8.76673 0.000103766
0.293835 526 0.000536885 0.0170364 0.327535 -0.26032 17.2475 7.59743e-05
0.220262 486 0.00045134 0.0180611 0.35897 -0.145143 12.1954 8.09011e-05
0.2951 585 0.000481171 0.0345866 0.328756 -0.152444 8.53219 9.23091e-05
0.256516 515 0.000507154 0.0154199 0.352496 -0.19307 16.6354 8.63231e-05
0.19768 482 0.000409545 0.0262897 0.394671 -0.205124 7.51932 8.82521e-05
0.274077 625 0.000463009 0.0349678 0.362757 -0.148236 7.83797 8.63231e-05
0.215132 484 0.000449544 0.0238128 0.373649 -0.236455 9.03432 7.75653e-05
0.272882 611 0.000414867 0.048413 0.453272 -0.166682 5.63654 0.000106312
0.272329 548 0.000493375 0.0448508 0.321556 -0.206551 6.07189 9.44434e-05
0.268057 539 0.000475506 0.0402841 0.338473 -0.178705 6.65418 9.23091e-05
0.267676 598 0.000431489 0.0609109 0.351095 -0.181936 4.39456 0.000103766
0.287276 631 0.000445379 0.0667287 0.414371 -0.163481 4.30513 0.000111694
0.262169 538 0.000473881 0.02291 0.425878 -0.18904 11.4434 9.44434e-05
0.287395 542 0.000470388 0.0495506 0.378894 -0.162242 5.80004 0.000130541
0.291877 573 0.000494506 0.031387 0.394617 -0.210869 9.29929 8.63231e-05
0.246381 534 0.000455985 0.0450526 0.376649 -0.131633 5.46874 0.00010131
0.208625 498 0.000473409 0.0411617 0.356094 -0.216965 5.06841 0.000111694
0.204993 550 0.000418385 0.0340939 0.402648 -0.190451 6.01261 9.23091e-05
0.210908 528 0.00041361 0.0492265 0.429147 -0.176116 4.28444 0.000103766
0.302302 589 0.000484485 0.0260476 0.365947 -0.126293 11.6057 8.44567e-05
0.23422 592 0.000411171 0.0295766 0.330529 -0.0675486 7.91912 8.82521e-05
0.21417 440 0.000482866 0.0151736 0.352621 -0.200529 14.1147 8.44567e-05
0.242049 570 0.000460038 0.0383969 0.352917 -0.150847 6.30388 9.44434e-05
0.222267 537 0.000429657 0.0119568 0.310841 -0.128146 18.5892 7.92069e-05
0.314118 682 0.000459292 0.04267 0.331743 -0.105056 7.36156 9.66525e-05
0.25783 544 0.000491288 0.0436755 0.261776 -0.161621 5.9033 0.000108953
0.286317 604 0.000488101 0.0430988 0.273342 -0.154172 6.64328 9.66525e-05
0.315263 604 0.000523756 0.0500513 0.308278 -0.162847 6.2988 0.00010131
0.372057 634 0.000527356 0.0364461 0.264266 -0.131704 10.2084 9.44434e-05
0.296978 499 0.000589044 0.0311924 0.309489 -0.240837 9.52084 9.66525e-05
0.333517 570 0.000561963 0.0383056 0.294283 -0.1957 8.70673 8.82521e-05
0.339739 654 0.000507706 0.0247385 0.313152 -0.115675 13.7332 8.44567e-05
0.343904 632 0.00056283 0.0605838 0.268996 -0.161975 5.67651 0.000108953
0.338114 652 0.000539451 0.0123193 0.320391 -0.098555 27.4459 8.09011e-05
0.349188 685 0.000512055 0.0238828 0.305644 -0.10412 14.6209 8.82521e-05
0.299909 593 0.000492901 0.01378 0.295887 -0.113239 21.7641 7.92069e-05
0.21853 485 0.000466346 0.0240979 0.333242 -0.134132 9.06845 9.02464e-05
0.319817 632 0.000499227 0.00687574 0.320203 -0.0890469 46.5138 7.59743e-05
0.260545 540 0.000475957 0.0414313 0.261806 -0.142839 6.28861 9.894e-05
0.250223 513 0.000500532 0.0142253 0.341355 -0.139853 17.5901 7.75653e-05
0.257272 570 0.000466115 0.0250034 0.234694 -0.15041 10.2895 8.44567e-05
0.256061 537 0.000479676 0.00540658 0.281542 -0.144684 47.3611 8.09011e-05
0.280603 562 0.000481657 0.0295764 0.287268 -0.161251 9.4874 8.44567e-05
0.275623 498 0.000519189 0.0324186 0.277242 -0.206225 8.502 9.23091e-05
0.28924 556 0.000499209 0.049888 0.286133 -0.179705 5.79778 9.894e-05
0.303984 610 0.000506117 0.0201592 0.277484 -0.146481 15.0791 7.92069e-05
0.344179 592 0.000605608 0.0442873 0.330338 -0.179938 7.7715 9.894e-05
0.338686 630 0.000519683 0.016096 0.270355 -0.105794 21.0416 8.09011e-05
0.268842 528 0.000522257 0.0144549 0.287838 -0.193521 18.5987 7.59743e-05
0.302786 608 0.000507198 0.0248486 0.276745 -0.167758 12.1852 8.26502e-05
0.279325 608 0.000460185 0.0464907 0.279045 -0.129119 6.00819 9.894e-05
0.301008 604 0.000495261 0.10431 0.283411 -0.164712 2.8857 0.000145886
0.254316 550 0.000438731 0.0546545 0.293413 -0.154305 4.65316 0.000103766
0.254462 527 0.000473978 0.0964647 0.241128 -0.164357 2.63788 0.000169193
0.280722 613 0.000466894 0.0529979 0.280072 -0.120965 5.29686 0.000103766
0.282782 609 0.00045762 0.0621764 0.278866 -0.152044 4.54806 9.894e-05
0.257052 505 0.000482913 0.0441265 0.261625 -0.181457 5.82535 0.00011454
0.248818 504 0.000466904 0.050194 0.238762 -0.176031 4.95713 0.000106312
0.24769 488 0.000503604 0.0439479 0.25307 -0.189788 5.63601 9.66525e-05
0.257881 503 0.000504667 0.0675885 0.24363 -0.175593 3.81545 0.000137894
0.229972 538 0.000446726 0.0224675 0.266177 -0.117809 10.2358 9.44434e-05
0.270226 548 0.000463733 0.0499039 0.241919 -0.129339 5.41492 9.66525e-05
0.235292 547 0.00046769 0.0340135 0.288124 -0.16041 6.91761 9.23091e-05
0.255418 532 0.000487124 0.0230604 0.244017 -0.167795 11.076 8.26502e-05
0.261207 532 0.000494774 0.0272399 0.280618 -0.149954 9.58914 8.63231e-05
0.230595 473 0.000502577 0.0191212 0.256212 -0.220418 12.0597 8.63231e-05
0.266216 564 0.000488912 0.0676283 0.278414 -0.156529 3.93646 0.000137894
0.244158 527 0.000458537 0.0300572 0.244478 -0.160225 8.12309 9.44434e-05
0.2548 553 0.000464911 0.0454767 0.221672 -0.137146 5.60287 9.44434e-05
0.278417 530 0.000502965 0.0310227 0.230437 -0.170109 8.97462 8.82521e-05
0.22658 470 0.000463695 0.0307473 0.230287 -0.181468 7.3691 9.23091e-05
0.293687 568 0.000535472 0.0460828 0.229361 -0.194231 6.37303 9.66525e-05
0.251017 490 0.000515392 0.0199227 0.238621 -0.228726 12.5995 8.26502e-05
0.270825 532 0.000527665 0.0390426 0.261379 -0.176012 6.93665 9.894e-05
0.267619 550 0.00049767 0.0381628 0.232066 -0.178163 7.01256 9.44434e-05
0.210571 460 0.000461984 0.0594918 0.253462 -0.193076 3.53949 0.000130541
0.20794 468 0.000440399 0.0449661 0.248001 -0.16314 4.62436 0.000106312
0.243657 479 0.000509814 0.072721 0.252393 -0.149648 3.35058 0.000164105
0.28094 504 0.000502792 0.0238738 0.259526 -0.230817 11.7677 8.44567e-05
0.179883 426 0.000417799 0.0585369 0.264596 -0.209454 3.07299 0.000137894
0.214455 509 0.000432264 0.0295906 0.298702 -0.145037 7.2474 9.23091e-05
0.241059 518 0.000492028 0.00777323 0.235853 -0.161527 31.0114 7.59743e-05
0.213698 462 0.0004655 0.0119699 0.246389 -0.181638 17.853 7.59743e-05
0.268404 500 0.000476699 0.0268437 0.244524 -0.16473 9.99877 9.23091e-05
0.249536 533 0.000462053 0.0494493 0.254053 -0.156641 5.0463 0.00011454
0.293768 622 0.000464954 0.0382282 0.320605 -0.140133 7.68458 8.44567e-05
0.265661 525 0.000481568 0.0243894 0.253283 -0.175235 10.8925 8.63231e-05
0.211026 484 0.000426541 0.0226957 0.243168 -0.129241 9.29807 8.09011e-05
0.224302 518 0.000438451 0.0471574 0.249158 -0.136034 4.75645 9.23091e-05
0.233982 473 0.000487234 0.0372604 0.290912 -0.202661 6.27964 9.894e-05
0.243357 530 0.000470077 0.00257525 0.336232 -0.122588 94.4985 7.29356e-05
0.237644 556 0.000436763 0.00527206 0.452536 -0.182122 45.076 7.29356e-05
0.246654 500 0.000463262 0.0306515 0.325789 -0.184173 8.04705 9.66525e-05
0.254322 502 0.000515498 0.0125309 0.329683 -0.17932 20.2955 8.09011e-05
0.234041 509 0.000464164 0.00483061 0.294149 -0.130759 48.4496 7.75653e-05
0.216836 456 0.000477635 0.0361837 0.330173 -0.1624 5.99263 0.000123761
0.240529 522 0.000477319 0.00524218 0.341079 -0.148899 45.8834 7.59743e-05
0.229407 517 0.000460543 0.00145557 0.322281 -0.125683 157.606 7.14842e-05
0.266306 606 0.000439449 0.00745066 0.356794 -0.125421 35.7426 7.59743e-05
0.214713 471 0.00047277 0.00165271 0.448756 -0.214511 129.916 7.14842e-05
0.274495 632 0.000427776 0.00968792 0.377473 -0.108321 28.3337 7.75653e-05
0.201778 538 0.000387482 0.00772508 0.39653 -0.0940672 26.1198 7.44317e-05
0.238191 486 0.000480107 0.00701658 0.35345 -0.192399 33.9469 7.59743e-05
0.271835 555 0.000504762 0.0241039 0.415174 -0.14742 11.2777 8.63231e-05
0.217393 498 0.000442643 0.0258495 0.416567 -0.130838 8.40997 9.02464e-05
0.234248 524 0.000445513 0.0342345 0.353911 -0.108939 6.84245 0.000108953
0.235809 539 0.000467999 0.0159356 0.339733 -0.145294 14.7976 7.92069e-05
0.221653 509 0.000455502 0.00789903 0.366966 -0.182586 28.0608 7.14842e-05
0.231788 541 0.000437369 0.00403085 0.446523 -0.161696 57.5035 7.59743e-05
0.240548 493 0.000471985 0.00839064 0.348143 -0.157117 28.6686 7.59743e-05
0.225722 486 0.000452844 0.0174234 0.159834 -0.013022 12.9551 8.82521e-05
0.242058 479 0.000465892 0.00258492 0.184626 -0.0250619 93.6427 7.29356e-05
0.229797 520 0.000435939 0.00145332 0.190688 0.00669307 158.119 7.14842e-05
0.270512 558 0.000490384 0.00150848 0.171924 -0.0215797 179.327 7.14842e-05
0.218376 492 0.000449362 0.00222537 0.138171 -0.0204652 98.1299 7.29356e-05
0.201345 451 0.000466298 0.00807237 0.145095 -0.0627863 24.9425 7.75653e-05
0.237843 474 0.000471385 0.00611969 0.151461 -0.0475564 38.8652 7.29356e-05
0.266015 508 0.00049414 0.00201698 0.159036 -0.044676 131.888 7.14842e-05
0.190156 460 0.000440324 0.0162406 0.149544 -0.051956 11.7087 7.92069e-05
0.246179 520 0.000488503 0.0181811 0.161551 -0.0337319 13.5404 8.44567e-05
0.246073 491 0.000520393 0.0196451 0.130894 -0.071363 12.5259 8.44567e-05
0.292769 520 0.000523598 0.00577887 0.146139 -0.0902659 50.662 7.44317e-05
0.250436 483 0.000534873 0.0093729 0.164164 -0.0603869 26.7192 7.92069e-05
0.243933 470 0.000544861 0.00132891 0.136023 -0.104476 183.559 7.14842e-05
0.265295 495 0.000509102 0.0122882 0.16331 -0.0806237 21.5894 7.44317e-05
0.228832 474 0.00046809 0.0470455 0.142567 -0.0542227 4.86406 9.894e-05
0.264232 524 0.0004951 0.0226953 0.131197 -0.0477572 11.6426 8.44567e-05
0.246229 514 0.000492316 0.00402395 0.153781 -0.0343906 61.1908 7.59743e-05
0.236427 464 0.000477782 0.00334143 0.164249 -0.0571133 70.7563 7.14842e-05
0.211209 455 0.000485063 0.00497844 0.13437 -0.0443205 42.4248 7.92069e-05
0.289431 540 0.000527172 0.00878415 0.147925 -0.0958723 32.9493 7.59743e-05
0.235836 497 0.000476598 0.0119921 0.153842 -0.0427559 19.666 8.09011e-05
0.220491 456 0.000488788 0.000971208 0.146769 -0.0726001 227.028 7.29356e-05
0.219237 457 0.000471908 0.0119199 0.149345 -0.0617526 18.3924 7.92069e-05
0.263505 498 0.000513515 0.00978963 0.185065 -0.055226 26.9167 7.92069e-05
0.233991 503 0.000494548 0.0221805 0.118622 -0.0640263 10.5494 7.75653e-05
0.233778 466 0.000483076 0.00277618 0.140447 -0.039703 84.2087 7.29356e-05
0.273663 545 0.000493111 0.0167307 0.146999 -0.0460198 16.3569 8.44567e-05
0.240555 467 0.000501465 0.0441584 0.135274 -0.063409 5.44754 0.000111694
0.231226 514 0.000454305 0.0338494 0.12909 -0.0612824 6.83102 8.09011e-05
0.211367 521 0.000429277 0.0360477 0.151868 -0.033325 5.86353 9.66525e-05
0.265768 531 0.000509378 0.0184258 0.148991 -0.0822482 14.4237 7.92069e-05
0.215371 473 0.00045523 0.0211067 0.12565 -0.0495126 10.2039 7.75653e-05
0.272938 525 0.0005145 0.00946555 0.145812 -0.0379419 28.8348 7.75653e-05
0.260712 487 0.000516668 0.0439851 0.127008 -0.0626737 5.92728 0.000117495
0.220431 484 0.000436642 0.0475048 0.127654 -0.0548781 4.64019 0.000106312
0.237787 507 0.000498973 0.0447881 0.127302 -0.078931 5.30915 0.00010131
0.190409 455 0.000459368 0.0438165 0.177199 -0.0241865 4.34561 0.000108953
0.273338 658 0.000460513 0.061299 0.135921 -0.0194588 4.45909 9.02464e-05
0.266553 510 0.00051258 0.0673538 0.174948 -0.102004 3.95751 0.000137894
0.259083 550 0.000470326 0.0349104 0.168687 -0.037955 7.42137 8.63231e-05
0.264886 555 0.000472315 0.0411345 0.150751 -0.0329028 6.4395 8.44567e-05
0.22886 501 0.000479445 0.0131245 0.15555 -0.0527875 17.4377 7.92069e-05
0.225655 492 0.000478738 0.0217914 0.153096 -0.0473558 10.3552 8.09011e-05
0.258751 579 0.000434725 0.0513036 0.143213 -0.0439454 5.04352 0.00010131
0.261797 524 0.000497379 0.0210565 0.14633 -0.040819 12.4331 8.09011e-05
0.263616 588 0.00046509 0.0396918 0.130143 -0.0254803 6.64158 9.66525e-05
0.252251 502 0.000497549 0.00592715 0.131575 -0.0360786 42.5586 7.29356e-05
0.197326 422 0.000489174 0.0525167 0.14828 -0.0604586 3.7574 0.000120567
0.304303 592 0.000501759 0.0625873 0.147504 -0.0642885 4.86206 9.894e-05
0.245754 498 0.000457089 0.0308526 0.157958 -0.0659959 7.9654 8.82521e-05
0.271257 510 0.000540745 0.00423082 0.236493 -0.121208 64.1144 7.14842e-05
0.188151 413 0.000494132 0.00086229 0.17678 -0.103188 218.199 7.44317e-05
0.254701 463 0.000538391 0.00366948 0.213441 -0.153928 69.4107 7.14842e-05
0.276006 514 0.000516096 0.00778163 0.209708 -0.0919444 35.4689 7.29356e-05
0.259694 495 0.000525875 0.00143101 0.189723 -0.11758 181.477 7.14842e-05
0.305426 531 0.00057491 0.00132948 0.188312 -0.118441 229.734 7.44317e-05
0.306283 546 0.000551009 0.0068188 0.197298 -0.101098 44.9175 7.29356e-05
0.278727 514 0.000572656 0.00124222 0.196946 -0.141336 224.378 7.29356e-05
0.320764 553 0.000591078 0.0150118 0.200961 -0.120391 21.3675 7.59743e-05
0.26821 500 0.000528363 0.00649393 0.22135 -0.0784148 41.3016 7.59743e-05
0.279244 501 0.000568473 0.0113265 0.207147 -0.139458 24.6541 7.59743e-05
0.222512 477 0.000494287 0.0106887 0.173695 -0.109313 20.8175 7.59743e-05
0.302819 557 0.00055779 0.00130468 0.220665 -0.0906254 232.102 7.14842e-05
0.269253 537 0.000527067 0.0109057 0.186934 -0.0791279 24.6892 7.29356e-05
0.265342 506 0.000519225 0.0233587 0.226662 -0.0991645 11.3595 8.44567e-05
0.285871 541 0.000554719 0.00303656 0.221763 -0.0838955 94.143 7.75653e-05
0.342416 589 0.00060191 0.00255243 0.19031 -0.12131 134.153 7.29356e-05
0.260203 474 0.000549398 0.00207802 0.214334 -0.145063 125.217 7.14842e-05
0.265886 484 0.000534237 0.0114954 0.181858 -0.10962 23.1298 7.75653e-05
0.304292 511 0.000569139 0.0083155 0.220585 -0.129611 36.5933 7.44317e-05
0.292191 489 0.000578827 0.00592957 0.182207 -0.17267 49.277 7.29356e-05
0.246085 466 0.000509798 0.000515458 0.200913 -0.128399 477.411 7.14842e-05
0.302227 520 0.000522285 0.0118348 0.235869 -0.125546 25.5372 7.44317e-05
0.316275 520 0.000562394 0.00239143 0.213545 -0.110392 132.254 7.29356e-05
0.257356 471 0.00054032 0.00173463 0.194927 -0.114705 148.363 7.44317e-05
0.258786 451 0.000527789 0.0111296 0.220458 -0.174534 23.2521 7.92069e-05
0.227814 467 0.000508924 0.0060068 0.197282 -0.150001 37.926 7.44317e-05
0.285162 495 0.00055005 0.0101518 0.214906 -0.131293 28.0898 8.09011e-05
0.270543 514 0.000535635 0.00431376 0.188067 -0.089712 62.7163 7.44317e-05
0.315232 532 0.000551997 0.0068597 0.201455 -0.13252 45.9543 7.59743e-05
0.242817 475 0.000522258 0.0159168 0.178986 -0.128857 15.2554 7.92069e-05
0.218678 460 0.00051817 0.0330271 0.199409 -0.076862 6.62116 0.00010131
0.277006 472 0.00057515 0.00215786 0.204586 -0.167503 128.371 7.29356e-05
0.281822 503 0.000581414 9.51947e-05 0.195807 -0.158279 2960.48 7.14842e-05
0.252888 466 0.000552143 0.00240353 0.178452 -0.128338 105.215 7.44317e-05
0.223671 443 0.000510919 0.00558472 0.251525 -0.105617 40.0505 7.44317e-05
0.23336 428 0.000530949 0.0310806 0.18107 -0.152186 7.50822 0.00010131
0.237076 469 0.000490292 0.00843849 0.227263 -0.10352 28.0946 7.92069e-05
0.216414 466 0.000472196 0.00345929 0.209693 -0.0689002 62.5604 7.75653e-05
0.169364 415 0.000413051 0.00154462 0.206599 -0.0545938 109.647 7.14842e-05
0.221048 472 0.000453953 0.00781644 0.185017 -0.0558093 28.2799 7.59743e-05
0.221544 464 0.000469555 0.00408183 0.181678 -0.0946913 54.2756 7.14842e-05
0.180184 439 0.000455838 6.22536e-05 0.152771 -0.0848579 2894.36 7.14842e-05
0.200238 435 0.000433935 0.00920349 0.189408 -0.060568 21.7567 7.59743e-05
0.214701 440 0.000475173 0.0173876 0.167935 -0.0345458 12.3479 8.44567e-05
0.189678 440 0.00043555 0.0212012 0.205493 0.006705 8.94658 9.02464e-05
0.197047 409 0.000450211 0.00838225 0.196854 -0.0373312 23.5076 7.75653e-05
0.202501 467 0.000438674 0.0013075 0.176328 -0.0371823 154.877 7.29356e-05
0.195272 454 0.000425225 0.00634644 0.185978 -0.0217636 30.7687 7.59743e-05
0.177842 433 0.000433185 0.00613524 0.174227 -0.0284759 28.9869 7.75653e-05
0.203329 435 0.000460558 0.000418676 0.208569 -0.0443181 485.646 7.29356e-05
0.212782 511 0.000438862 0.00327419 0.187335 -0.0338947 64.9875 7.29356e-05
0.200999 439 0.000466439 0.00650932 0.175522 -0.0273398 30.8787 7.59743e-05
0.200653 431 0.000436789 0.00707566 0.160426 -0.0423737 28.3582 7.92069e-05
0.194571 428 0.000470741 0.00571733 0.171148 -0.100036 34.0318 7.29356e-05
0.225411 493 0.000452917 0.00863095 0.194045 -0.00889953 26.1166 7.92069e-05
0.202625 452 0.000434014 0.0170932 0.170682 -0.0172092 11.8541 8.09011e-05
0.191219 427 0.000444858 0.00633415 0.199834 -0.0592633 30.1885 7.59743e-05
0.224331 480 0.00042814 0.0116747 0.195955 -0.0128742 19.2151 7.92069e-05
0.204856 469 0.000453861 0.00546888 0.187882 -0.031931 37.4584 7.75653e-05
0.162313 385 0.000438095 0.0150249 0.185521 -0.0804996 10.8029 8.63231e-05
0.20237 463 0.000443013 0.00106716 0.195327 -0.0218483 189.635 7.14842e-05
0.189407 447 0.000449184 0.00116121 0.1691 -0.015211 163.112 7.14842e-05
0.205437 437 0.00045878 0.000597398 0.188845 -0.0712751 343.887 7.29356e-05
0.257873 506 0.000496967 0.00034165 0.195444 -0.0706687 754.785 7.14842e-05
0.168411 411 0.000420092 0.00899639 0.178361 -0.0508938 18.7199 7.59743e-05
0.213273 465 0.000457485 0.0173585 0.18469 -0.0579299 12.2863 7.59743e-05
0.243316 520 0.000443811 0.00483542 0.175423 0.00585595 50.3196 7.29356e-05
0.208201 439 0.000470611 0.0119964 0.15464 -0.0729044 17.3553 7.92069e-05
0.19442 487 0.000434134 0.005353 0.164119 0.00375386 36.3199 7.14842e-05
0.203202 444 0.000455782 0.0135006 0.194835 -0.0376321 15.0513 7.92069e-05
0.192403 478 0.000431328 0.00196752 0.229182 -0.0123473 97.7897 7.14842e-05
0.189801 405 0.000442292 0.000271028 0.19458 -0.0517578 700.301 7.14842e-05
0.225894 479 0.000475429 0.00108683 0.172679 -0.055868 207.847 7.14842e-05
0.216029 444 0.000483836 0.00748676 0.196618 -0.0652829 28.8548 8.09011e-05
0.245335 505 0.000473218 0.00862117 0.179572 -0.0868653 28.4573 7.59743e-05
0.187086 433 0.000463318 0.000470473 0.191919 -0.042919 397.654 7.14842e-05
0.235986 518 0.000473602 0.0158014 0.167634 -0.0305723 14.9345 7.59743e-05
0.212975 461 0.000461106 0.00798397 0.159693 -0.00198769 26.6753 7.59743e-05
0.209899 454 0.00045661 0.00217941 0.184693 -0.0422014 96.3102 7.44317e-05
0.194789 435 0.00046668 0.0196707 0.172726 -0.0704027 9.90253 8.82521e-05
0.175744 471 0.000431483 0.0518817 0.171934 -0.0397062 3.3874 0.00010131
0.220727 482 0.000436717 0.00244207 0.184229 -0.0233267 90.3854 7.44317e-05
0.194064 429 0.000451446 0.00512113 0.166784 -0.035757 37.8947 7.29356e-05
0.205079 479 0.000432237 0.00415882 0.203418 -0.000613212 49.3119 7.44317e-05
0.183805 440 0.000450241 0.0104311 0.19567 -0.0531638 17.6209 8.09011e-05
0.194501 409 0.000429408 0.00710604 0.226323 -0.0309004 27.3713 7.92069e-05
0.176229 418 0.000437597 0.00996193 0.180856 -0.0745679 17.6902 7.59743e-05
0.170099 390 0.000439127 0.00156122 0.157987 -0.0494183 108.952 7.29356e-05
0.195114 440 0.000450913 0.00702982 0.174687 -0.0742194 27.7552 7.29356e-05
0.187002 425 0.000430375 0.00307124 0.185614 -0.0383678 60.8879 7.92069e-05
0.182177 420 0.000438346 0.00931006 0.18936 -0.0307957 19.5678 8.09011e-05
0.254459 489 0.0005292 0.0491929 0.335075 0.000448535 5.17267 0.00010131
0.245622 454 0.000534421 0.0259132 0.325583 -0.00807582 9.47862 8.82521e-05
0.240815 365 0.00061897 0.0136534 0.331791 -0.102747 17.6377 8.26502e-05
0.233276 400 0.000567515 0.0119184 0.32615 -0.0146429 19.5727 8.26502e-05
0.275775 425 0.000649189 0.00630926 0.332842 -0.0913524 43.7095 7.29356e-05
0.251039 468 0.000529401 0.0321805 0.321508 0.0151132 7.80096 8.44567e-05
0.218589 455 0.000534576 0.0269723 0.315611 -0.00655415 8.10421 7.92069e-05
0.229531 391 0.000578703 0.0203351 0.403399 -0.0815421 11.2874 7.92069e-05
0.271671 487 0.000569848 0.030675 0.371438 -0.000698974 8.85644 9.23091e-05
0.233618 412 0.000588733 0.0109926 0.30318 -0.0571852 21.2523 7.75653e-05
0.264799 424 0.000586445 0.0371205 0.363496 -0.0307318 7.1335 9.23091e-05
0.230246 414 0.000559023 0.010098 0.336667 -0.0232138 22.8013 7.75653e-05
0.215353 377 0.000594734 0.0048989 0.326096 -0.0630016 43.9594 7.59743e-05
0.245092 424 0.000586575 0.030668 0.312143 -0.121572 7.99179 8.82521e-05
0.235044 436 0.000577673 0.0195977 0.33222 -0.0693359 11.9935 8.82521e-05
0.27011 423 0.000587078 0.0409284 0.354806 -0.0947027 6.59956 9.23091e-05
0.256337 407 0.000619009 0.0305804 0.323283 -0.0707566 8.38238 9.66525e-05
0.265448 417 0.000612663 0.0385849 0.363109 -0.11957 6.87958 8.82521e-05
0.254586 428 0.000592589 0.0159051 0.277021 -0.0628397 16.0066 7.59743e-05
0.214044 408 0.000514228 0.0356905 0.423973 -0.0989261 5.99722 9.23091e-05
0.282466 465 0.000550413 0.0513102 0.358 -0.0598879 5.50507 9.23091e-05
0.232005 411 0.000566571 0.0211392 0.371576 -0.0346424 10.9751 8.82521e-05
0.2101 385 0.000568131 0.0334405 0.330553 -0.047337 6.28282 0.000103766
0.224058 412 0.000570322 0.0640659 0.46229 -0.0565235 3.49731 0.000134142
0.263355 457 0.000564702 0.0390812 0.437676 -0.0444502 6.73866 0.00010131
0.199898 381 0.000529693 0.0430949 0.37938 -0.0622966 4.63856 0.000103766
