lambda0 k theta sigma alpha epsilon weight
1.26055 22311 5.66194e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24822 22315 5.66092e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26518 22315 5.66092e-05 0.357794 0.912372 0.85804 2.82648e-05
1.24228 22315 5.66092e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27158 22315 5.66092e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25044 22315 5.66092e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26098 22315 5.66092e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27315 22313 5.66168e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26319 22313 5.66168e-05 0.357794 0.912372 0.85804 1.96283e-05
1.27013 22313 5.66168e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26194 22313 5.66168e-05 0.357794 0.912372 0.85804 9.34372e-05
1.24869 22313 5.66168e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26265 22313 5.66168e-05 0.357794 0.912372 0.85804 2.13722e-05
1.2612 22317 5.66137e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25582 22317 5.66137e-05 0.357794 0.912372 0.85804 0.000113059
1.25301 22317 5.66137e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26437 22317 5.66137e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27541 22317 5.66137e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24373 22317 5.66137e-05 0.357794 0.912372 0.85804 0.000139579
1.24668 22317 5.66137e-05 0.357794 0.912372 0.85804 5.02485e-05
1.2688 22317 5.66137e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25294 22317 5.66137e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25717 22317 5.66137e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25805 22317 5.66137e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26183 22317 5.66137e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25289 22317 5.66137e-05 0.357794 0.912372 0.85804 5.76832e-05
1.254 22317 5.66137e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26704 22317 5.66137e-05 0.357794 0.912372 0.85804 1.96283e-05
1.25526 22317 5.66137e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25453 22317 5.66137e-05 0.357794 0.912372 0.85804 1.96283e-05
1.26545 22317 5.66137e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26352 22317 5.66137e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26188 22317 5.66137e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26949 22317 5.66137e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26653 22317 5.66137e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26855 22317 5.66137e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26256 22317 5.66137e-05 0.357794 0.912372 0.85804 0.000139579
1.25421 22317 5.66137e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26065 22317 5.66137e-05 0.357794 0.912372 0.85804 2.13722e-05
1.26672 22317 5.66137e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26565 22317 5.66137e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27347 22317 5.66137e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26665 22317 5.66137e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25076 22317 5.66137e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25164 22317 5.66137e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26566 22317 5.66137e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26926 22317 5.66137e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26837 22317 5.66137e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26511 22311 5.66112e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26126 22311 5.66112e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25761 22311 5.66112e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2742 22373 5.64427e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26776 22289 5.66105e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25891 22289 5.66105e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26365 22289 5.66105e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26368 22289 5.66105e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26513 22289 5.66105e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25914 22289 5.66105e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26174 22289 5.66105e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26423 22289 5.66105e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26177 22289 5.66105e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26783 22289 5.66105e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26485 22289 5.66105e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25477 22289 5.66105e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24767 22289 5.66105e-05 0.357794 0.912372 0.85804 0.000113059
1.26186 22289 5.66105e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27202 22289 5.66105e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25561 22289 5.66105e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26469 22289 5.66105e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25995 22289 5.66105e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26846 22295 5.6605e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26895 22295 5.66001e-05 0.357794 0.912372 0.85804 2.13722e-05
1.25939 22295 5.66001e-05 0.357794 0.912372 0.85804 0.000113059
1.27139 22293 5.66134e-05 0.357794 0.912372 0.85804 7.85132e-05
1.2593 22297 5.66148e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2571 22297 5.66148e-05 0.357794 0.912372 0.85804 2.5637e-05
1.27819 22297 5.66148e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25596 22297 5.66148e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27405 22297 5.66148e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26458 22297 5.66148e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25562 22297 5.66148e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26538 22297 5.66148e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26767 22297 5.66148e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26319 22297 5.66148e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25267 22297 5.66204e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25117 22297 5.66204e-05 0.357794 0.912372 0.85804 0.000113059
1.24384 22297 5.66204e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27498 22289 5.66372e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25424 22289 5.66372e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26835 22291 5.66289e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25175 22291 5.66289e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25396 22291 5.66306e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24561 22291 5.66306e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26905 22361 5.6406e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26098 22361 5.6406e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25297 22361 5.6406e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26918 22303 5.66134e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26973 22303 5.66134e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26336 22301 5.6611e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25255 22303 5.66211e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25699 22303 5.66157e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27296 22303 5.66157e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26308 22303 5.66157e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25627 22317 5.65987e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26613 22317 5.65987e-05 0.357794 0.912372 0.85804 1.96283e-05
1.26382 22317 5.65987e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25819 22317 5.65987e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26359 22317 5.65987e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25534 22317 5.65987e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26343 22317 5.65987e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24926 22317 5.65987e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27963 22317 5.65987e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26523 22317 5.65987e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25522 22317 5.65987e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26283 22317 5.65987e-05 0.357794 0.912372 0.85804 9.34372e-05
1.275 22317 5.65987e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26255 22317 5.65987e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27682 22317 5.65987e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26221 22317 5.65987e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25505 22317 5.65987e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27156 22317 5.65987e-05 0.357794 0.912372 0.85804 5.02485e-05
1.28538 22317 5.65987e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26227 22317 5.65987e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24909 22317 5.65987e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26333 22323 5.65739e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27672 22323 5.65739e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25319 22319 5.65899e-05 0.357794 0.912372 0.85804 2.13722e-05
1.26269 22319 5.65899e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25768 22319 5.65899e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25138 22319 5.65899e-05 0.357794 0.912372 0.85804 0.000230733
1.25772 22321 5.65867e-05 0.357794 0.912372 0.85804 1.96283e-05
1.27454 22321 5.65867e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27116 22321 5.65867e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25972 22321 5.65867e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26791 22317 5.65894e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25185 22317 5.65894e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25868 22317 5.65894e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27068 22317 5.65992e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25723 22303 5.66254e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26472 22303 5.66254e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26909 22303 5.66254e-05 0.357794 0.912372 0.85804 2.5637e-05
1.24836 22303 5.66254e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26584 22303 5.66254e-05 0.357794 0.912372 0.85804 2.5637e-05
1.27385 22305 5.65837e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26212 22305 5.65837e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27445 22299 5.66068e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26127 22299 5.66068e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26078 22293 5.66082e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25988 22299 5.66149e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26401 22299 5.66149e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24032 22299 5.66149e-05 0.357794 0.912372 0.85804 2.13722e-05
1.26296 22299 5.66149e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27258 22299 5.66149e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2711 22291 5.66469e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27241 22291 5.66469e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26401 22291 5.66469e-05 0.357794 0.912372 0.85804 0.000314053
1.25424 22291 5.66469e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2509 22291 5.66469e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27122 22291 5.66469e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24638 22291 5.66469e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24331 22291 5.66469e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26907 22291 5.66469e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27393 22291 5.66469e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26604 22291 5.66469e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26379 22291 5.66469e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26158 22291 5.66469e-05 0.357794 0.912372 0.85804 2.33593e-05
1.27204 22291 5.66469e-05 0.357794 0.912372 0.85804 0.000113059
1.25121 22291 5.66469e-05 0.357794 0.912372 0.85804 5.02485e-05
1.2795 22291 5.66469e-05 0.357794 0.912372 0.85804 1.67247e-05
1.27615 22291 5.66469e-05 0.357794 0.912372 0.85804 3.48948e-05
1.24328 22291 5.66469e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26537 22291 5.66469e-05 0.357794 0.912372 0.85804 9.34372e-05
1.27013 22291 5.66469e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27146 22291 5.66469e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25035 22291 5.66469e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27328 22291 5.66469e-05 0.357794 0.912372 0.85804 2.5637e-05
1.2482 22291 5.66469e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26891 22293 5.66355e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2538 22293 5.66355e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27437 22293 5.66355e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25757 22293 5.66355e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26447 22293 5.66355e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26492 22293 5.66355e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26523 22293 5.66355e-05 0.357794 0.912372 0.85804 0.000176655
1.26398 22293 5.66355e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25545 22293 5.66355e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2626 22291 5.66394e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25029 22291 5.66394e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26488 22291 5.66394e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25481 22291 5.66394e-05 0.357794 0.912372 0.85804 0.000113059
1.26919 22293 5.66394e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25608 22293 5.66394e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2627 22293 5.66394e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26495 22293 5.66394e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26479 22293 5.66394e-05 0.357794 0.912372 0.85804 9.34372e-05
1.24697 22291 5.6618e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25216 22291 5.6618e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25024 22287 5.66292e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25959 22287 5.66292e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26021 22287 5.66292e-05 0.357794 0.912372 0.85804 2.13722e-05
1.26617 22299 5.65944e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24374 22299 5.65944e-05 0.357794 0.912372 0.85804 2.13722e-05
1.25267 22299 5.65944e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26195 22299 5.65944e-05 0.357794 0.912372 0.85804 3.48948e-05
1.28247 22287 5.66142e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25693 22297 5.65982e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25999 22327 5.65724e-05 0.357794 0.912372 0.85804 1.55088e-05
1.25467 22331 5.6568e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24367 22331 5.6568e-05 0.357794 0.912372 0.85804 2.33593e-05
1.27906 22331 5.6568e-05 0.357794 0.912372 0.85804 1.96283e-05
1.2699 22329 5.65688e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26577 22329 5.65688e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26153 22333 5.65569e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25563 22333 5.65569e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26486 22333 5.65569e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2793 22333 5.65569e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26524 22333 5.65569e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26636 22331 5.65621e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24335 22331 5.65621e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25752 22331 5.65606e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26583 22331 5.65606e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26581 22331 5.65606e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2644 22331 5.65606e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26305 22331 5.65606e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26603 22331 5.65606e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25643 22331 5.65606e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2721 22331 5.65606e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2533 22331 5.65606e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25342 22331 5.65606e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25642 22331 5.65653e-05 0.357794 0.912372 0.85804 9.34372e-05
1.28307 22331 5.65653e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25668 22331 5.65653e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26875 22331 5.65653e-05 0.357794 0.912372 0.85804 0.000113059
1.25933 22331 5.65653e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25694 22331 5.65653e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27024 22331 5.65653e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27029 22331 5.65653e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26139 22331 5.65653e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27414 22331 5.65653e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25862 22331 5.65653e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26562 22331 5.65653e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27354 22331 5.65653e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25795 22331 5.65653e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26296 22331 5.65653e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25647 22327 5.65682e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26197 22295 5.66144e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25926 22295 5.66144e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26952 22295 5.66144e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25824 22295 5.66144e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26307 22295 5.66153e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25436 22295 5.66153e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26693 22295 5.66153e-05 0.357794 0.912372 0.85804 2.82648e-05
1.24968 22295 5.66153e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26926 22297 5.66138e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26553 22297 5.66138e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25662 22297 5.66138e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27026 22297 5.66138e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25817 22297 5.66138e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2696 22297 5.6613e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26909 22297 5.6613e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26639 22297 5.6613e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25795 22297 5.6613e-05 0.357794 0.912372 0.85804 1.34434e-05
1.2686 22297 5.66094e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26343 22297 5.66094e-05 0.357794 0.912372 0.85804 0.000113059
1.26891 22297 5.66094e-05 0.357794 0.912372 0.85804 6.68988e-05
1.24524 22297 5.66094e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24975 22297 5.66153e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24227 22297 5.66153e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26786 22297 5.66153e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26313 22297 5.66153e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25991 22295 5.66178e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26871 22295 5.66178e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26764 22295 5.66178e-05 0.357794 0.912372 0.85804 0.000176655
1.24764 22295 5.66178e-05 0.357794 0.912372 0.85804 0.000113059
1.2649 22295 5.66154e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26343 22295 5.66154e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26078 22295 5.66154e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26634 22295 5.66154e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26852 22295 5.66169e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26069 22295 5.66169e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25062 22295 5.66169e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26865 22295 5.66169e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25606 22295 5.66154e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26189 22295 5.66154e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27782 22295 5.66154e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26609 22295 5.66154e-05 0.357794 0.912372 0.85804 1.80894e-05
1.26871 22307 5.65964e-05 0.357794 0.912372 0.85804 2.5637e-05
1.27137 22307 5.65964e-05 0.357794 0.912372 0.85804 1.96283e-05
1.25694 22307 5.65964e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25394 22307 5.65964e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26778 22307 5.65964e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27615 22287 5.66293e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27085 22287 5.66293e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26534 22305 5.66068e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26461 22305 5.66068e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25524 22305 5.66068e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26863 22305 5.66068e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26396 22305 5.66068e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26889 22305 5.66068e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25645 22305 5.66068e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27491 22305 5.66068e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26457 22305 5.66068e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24382 22305 5.66068e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25857 22305 5.66068e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27525 22305 5.66068e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26504 22305 5.66068e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25366 22305 5.66068e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26415 22305 5.66068e-05 0.357794 0.912372 0.85804 3.91208e-05
1.28432 22305 5.66068e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26883 22305 5.66068e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25705 22305 5.66068e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27884 22305 5.66068e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25681 22305 5.66068e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25861 22305 5.66068e-05 0.357794 0.912372 0.85804 3.48948e-05
1.24821 22305 5.66068e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25892 22305 5.66068e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26047 22305 5.66068e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25064 22305 5.66068e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26926 22305 5.66068e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2465 22305 5.66068e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25434 22305 5.66068e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25468 22301 5.66089e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26694 22301 5.66089e-05 0.357794 0.912372 0.85804 1.96283e-05
1.27417 22301 5.66089e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26229 22301 5.66089e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26675 22301 5.66089e-05 0.357794 0.912372 0.85804 1.80894e-05
1.25245 22301 5.66089e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24334 22301 5.66089e-05 0.357794 0.912372 0.85804 2.33593e-05
1.27048 22315 5.65738e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2793 22315 5.65738e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2496 22315 5.65738e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25457 22315 5.65738e-05 0.357794 0.912372 0.85804 2.13722e-05
1.27044 22315 5.65738e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27321 22315 5.65738e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25493 22315 5.65738e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26257 22315 5.65738e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25106 22315 5.65738e-05 0.357794 0.912372 0.85804 2.5637e-05
1.27091 22315 5.65738e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25323 22315 5.65738e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2601 22315 5.65738e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26064 22315 5.65738e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25145 22315 5.65738e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26258 22315 5.65738e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26487 22317 5.65569e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2445 22317 5.65569e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26352 22319 5.65551e-05 0.357794 0.912372 0.85804 3.48948e-05
1.24869 22319 5.65551e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25103 22319 5.65551e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25581 22319 5.65551e-05 0.357794 0.912372 0.85804 3.91208e-05
