lambda,	weight
12.3881,	-11.1943
13.3656,	-11.1183
11.3426,	-11.2825
12.8246,	-11.1596
12.7798,	-11.1632
11.5199,	-11.2669
10.5697,	-11.353
13.3513,	-11.1194
10.6536,	-11.3451
11.2062,	-11.2945
10.4884,	-11.3607
5.80711,	-11.9519
6.85024,	-11.7867
9.79064,	-11.4296
7.31755,	-11.7207
6.15668,	-11.8935
14.2332,	-11.0554
10.0427,	-11.4042
14.0517,	-11.0683
8.16847,	-11.6107
11.1165,	-11.3026
5.50111,	-12.0061
8.52269,	-11.5683
13.9041,	-11.0788
7.25805,	-11.7289
9.95451,	-11.413
7.54152,	-11.6906
8.29734,	-11.5951
9.54636,	-11.4549
17.7244,	-10.8361
8.15442,	-11.6125
6.31164,	-11.8686
12.0048,	-11.2257
9.07027,	-11.506
7.81178,	-11.6554
14.8756,	-11.0113
13.1587,	-11.1339
10.3776,	-11.3714
7.43394,	-11.705
5.68241,	-11.9736
10.6012,	-11.35
4.80799,	-12.1407
8.32952,	-11.5912
8.02559,	-11.6284
7.4928,	-11.6971
5.40069,	-12.0245
14.3486,	-11.0474
7.29676,	-11.7236
13.6563,	-11.0968
9.30114,	-11.4809
6.96319,	-11.7704
15.7,	-10.9574
9.16139,	-11.496
10.1019,	-11.3983
9.02246,	-11.5113
8.29873,	-11.5949
13.8943,	-11.0795
9.99847,	-11.4086
8.48857,	-11.5723
6.69321,	-11.8099
5.76673,	-11.9589
9.55225,	-11.4542
5.44449,	-12.0164
6.98908,	-11.7667
7.6415,	-11.6774
5.57454,	-11.9928
4.34917,	-12.241
6.98683,	-11.767
5.66096,	-11.9774
10.3045,	-11.3784
13.5908,	-11.1016
8.95896,	-11.5184
8.40691,	-11.582
11.6873,	-11.2525
7.98908,	-11.6329
8.96255,	-11.518
9.38387,	-11.472
12.1425,	-11.2143
11.3496,	-11.2818
8.2177,	-11.6047
9.92734,	-11.4157
10.4759,	-11.3619
12.1019,	-11.2177
9.00156,	-11.5136
8.66089,	-11.5522
6.60689,	-11.8229
8.8922,	-11.5258
8.06966,	-11.6229
14.6682,	-11.0253
13.4864,	-11.1093
6.4798,	-11.8423
7.81095,	-11.6555
10.3674,	-11.3724
14.628,	-11.0281
10.6975,	-11.341
8.11969,	-11.6167
9.54832,	-11.4547
7.81423,	-11.6551
4.47159,	-12.2133
6.15588,	-11.8936
8.22564,	-11.6038
4.21375,	-12.2727
7.50032,	-11.6961
10.092,	-11.3993
10.0654,	-11.4019
6.36784,	-11.8598
10.9013,	-11.3221
11.6659,	-11.2543
5.45461,	-12.0146
7.7905,	-11.6581
5.35683,	-12.0326
14.0649,	-11.0673
5.50237,	-12.0058
4.48797,	-12.2096
10.1899,	-11.3896
7.94765,	-11.6381
8.29732,	-11.5951
8.58093,	-11.5615
4.16198,	-12.285
6.53003,	-11.8346
6.05088,	-11.9108
3.0446,	-12.5976
9.84973,	-11.4236
8.11771,	-11.617
6.94567,	-11.7729
6.77983,	-11.7971
14.4755,	-11.0386
6.06449,	-11.9086
12.1848,	-11.2108
5.39822,	-12.0249
8.43086,	-11.5791
7.73,	-11.6659
7.04805,	-11.7583
9.41083,	-11.4692
3.53764,	-12.4476
5.17524,	-12.0671
7.68178,	-11.6722
7.28788,	-11.7248
10.0178,	-11.4066
5.06865,	-12.0879
6.15222,	-11.8942
5.35169,	-12.0336
10.8571,	-11.3262
9.72484,	-11.4363
10.6297,	-11.3474
6.45636,	-11.8459
8.16769,	-11.6108
10.8029,	-11.3312
6.85598,	-11.7859
16.303,	-10.9197
13.6869,	-11.0946
6.9864,	-11.7671
8.59151,	-11.5602
5.1455,	-12.0729
12.3809,	-11.1949
8.46526,	-11.575
5.82073,	-11.9496
7.74769,	-11.6636
6.85339,	-11.7863
6.58361,	-11.8264
6.82278,	-11.7907
9.21225,	-11.4905
6.74755,	-11.8018
10.1391,	-11.3946
7.94929,	-11.6379
9.25963,	-11.4854
7.71027,	-11.6685
5.83783,	-11.9467
12.6682,	-11.1719
6.12384,	-11.8988
3.9269,	-12.3432
10.0931,	-11.3992
9.25176,	-11.4862
8.47355,	-11.5741
6.38744,	-11.8567
7.66585,	-11.6742
10.6818,	-11.3425
9.37218,	-11.4733
9.24557,	-11.4869
6.503,	-11.8388
6.52807,	-11.8349
7.38992,	-11.7109
18.5488,	-10.7906
8.85632,	-11.5299
11.5756,	-11.2621
10.1478,	-11.3938
7.30262,	-11.7228
7.82108,	-11.6542
7.31936,	-11.7205
14.5639,	-11.0325
7.6922,	-11.6708
10.3893,	-11.3702
11.2701,	-11.2889
8.17117,	-11.6104
10.8956,	-11.3227
6.26121,	-11.8766
4.06517,	-12.3086
11.2114,	-11.2941
6.94465,	-11.773
12.5381,	-11.1822
2.51078,	-12.7904
6.59973,	-11.824
6.76861,	-11.7987
12.0125,	-11.2251
8.58605,	-11.5609
12.5753,	-11.1793
13.4609,	-11.1112
8.24622,	-11.6013
7.18105,	-11.7396
5.2959,	-12.0441
6.35469,	-11.8618
8.26597,	-11.5989
9.81211,	-11.4274
8.9159,	-11.5232
7.38556,	-11.7115
7.84451,	-11.6512
10.4485,	-11.3646
6.80531,	-11.7933
9.72924,	-11.4359
4.37098,	-12.236
9.1657,	-11.4955
13.5581,	-11.104
3.59977,	-12.4301
7.32825,	-11.7193
7.16452,	-11.7419
10.0763,	-11.4008
8.2075,	-11.606
6.57603,	-11.8276
9.93788,	-11.4147
12.7352,	-11.1666
8.48017,	-11.5733
6.96628,	-11.7699
6.7376,	-11.8033
4.72678,	-12.1578
4.08189,	-12.3045
8.0699,	-11.6229
11.2666,	-11.2892
9.44776,	-11.4652
7.90803,	-11.6431
9.51315,	-11.4583
8.299,	-11.5949
8.85563,	-11.53
10.9454,	-11.3181
5.72824,	-11.9656
10.3687,	-11.3722
10.9417,	-11.3184
5.77141,	-11.9581
11.4409,	-11.2738
7.79742,	-11.6572
8.24584,	-11.6013
8.15107,	-11.6129
11.1721,	-11.2976
8.67866,	-11.5501
8.36502,	-11.587
8.71859,	-11.5456
17.2579,	-10.8627
10.0964,	-11.3988
11.1411,	-11.3004
10.3877,	-11.3704
10.7451,	-11.3366
10.443,	-11.3651
8.24058,	-11.6019
8.55842,	-11.5641
8.544,	-11.5658
8.89002,	-11.5261
12.7796,	-11.1632
9.93177,	-11.4153
12.0723,	-11.2201
4.29515,	-12.2535
10.2255,	-11.3861
9.83609,	-11.425
9.49694,	-11.46
11.1589,	-11.2988
8.42452,	-11.5799
6.64535,	-11.8171
8.71771,	-11.5457
4.88418,	-12.125
11.7198,	-11.2497
4.78292,	-12.146
7.80128,	-11.6567
10.7349,	-11.3375
9.54223,	-11.4553
10.8802,	-11.3241
7.22611,	-11.7333
6.11151,	-11.9008
6.5865,	-11.826
8.02134,	-11.6289
12.3333,	-11.1987
8.56144,	-11.5637
13.6245,	-11.0991
7.05096,	-11.7579
4.44075,	-12.2202
7.44147,	-11.7039
7.6306,	-11.6788
10.4026,	-11.369
11.2476,	-11.2909
10.692,	-11.3415
11.0564,	-11.308
9.79548,	-11.4291
13.4616,	-11.1112
5.47783,	-12.0103
7.29955,	-11.7232
7.9762,	-11.6346
9.75286,	-11.4335
17.9264,	-10.8247
18.7277,	-10.781
7.83078,	-11.653
12.8129,	-11.1606
9.05967,	-11.5072
10.6951,	-11.3412
10.5637,	-11.3536
13.1936,	-11.1313
11.1266,	-11.3017
9.10026,	-11.5027
8.39674,	-11.5832
10.4523,	-11.3642
5.16137,	-12.0698
6.49946,	-11.8393
15.5925,	-10.9642
7.50195,	-11.6959
12.8206,	-11.16
8.58393,	-11.5611
8.86148,	-11.5293
2.4627,	-12.8098
5.58963,	-11.9901
6.35423,	-11.8619
9.57999,	-11.4513
4.72283,	-12.1586
14.5381,	-11.0342
9.43206,	-11.4669
10.8438,	-11.3274
8.56239,	-11.5636
5.3189,	-12.0397
12.1611,	-11.2128
9.23235,	-11.4883
10.2921,	-11.3796
4.95029,	-12.1116
12.1787,	-11.2113
5.29197,	-12.0448
7.52948,	-11.6922
9.74228,	-11.4345
9.04418,	-11.5089
6.42641,	-11.8506
8.83546,	-11.5322
11.1102,	-11.3032
9.99587,	-11.4088
8.63042,	-11.5557
8.46653,	-11.5749
8.58977,	-11.5604
5.29665,	-12.0439
8.60407,	-11.5588
6.77742,	-11.7974
8.58174,	-11.5614
5.56304,	-11.9949
9.61251,	-11.448
14.2736,	-11.0526
10.0353,	-11.4049
11.3678,	-11.2802
12.8401,	-11.1584
14.0885,	-11.0657
10.9505,	-11.3176
6.08656,	-11.9049
5.81829,	-11.95
8.3366,	-11.5904
5.25474,	-12.0519
7.36051,	-11.7149
6.71703,	-11.8064
5.97163,	-11.924
8.5817,	-11.5614
8.5495,	-11.5651
5.38326,	-12.0277
12.2794,	-11.2031
14.3486,	-11.0474
8.71639,	-11.5458
9.23922,	-11.4876
13.2598,	-11.1263
11.693,	-11.252
12.4806,	-11.1868
7.32529,	-11.7197
12.6266,	-11.1752
7.38516,	-11.7115
15.5486,	-10.967
7.93574,	-11.6396
13.9817,	-11.0733
10.4874,	-11.3608
9.01308,	-11.5123
9.74703,	-11.4341
7.37479,	-11.7129
8.46253,	-11.5754
11.146,	-11.2999
9.19156,	-11.4927
10.6252,	-11.3478
10.238,	-11.3849
10.9935,	-11.3137
7.71611,	-11.6677
8.36905,	-11.5865
7.08523,	-11.753
5.53501,	-11.9999
12.2085,	-11.2089
11.3185,	-11.2846
9.57496,	-11.4519
13.7316,	-11.0913
5.21222,	-12.06
10.8664,	-11.3253
11.0306,	-11.3103
16.621,	-10.9003
7.914,	-11.6424
5.89847,	-11.9363
8.76033,	-11.5408
8.34474,	-11.5894
8.58166,	-11.5614
10.9207,	-11.3204
10.0397,	-11.4045
10.4117,	-11.3681
5.95799,	-11.9263
9.89508,	-11.419
9.7973,	-11.4289
5.06095,	-12.0895
7.91214,	-11.6426
7.08593,	-11.7529
11.9617,	-11.2293
3.9554,	-12.3359
7.95046,	-11.6378
4.63085,	-12.1783
10.6103,	-11.3492
12.6923,	-11.17
10.469,	-11.3626
10.1454,	-11.394
10.0844,	-11.4
7.40068,	-11.7094
4.12915,	-12.2929
5.33148,	-12.0374
10.8435,	-11.3275
11.2579,	-11.2899
7.58447,	-11.6849
10.6638,	-11.3442
7.967,	-11.6357
15.9229,	-10.9433
9.60215,	-11.449
6.69151,	-11.8102
8.46039,	-11.5756
7.45078,	-11.7027
5.0893,	-12.0839
12.7754,	-11.1635
6.63827,	-11.8182
6.87668,	-11.7829
9.5634,	-11.4531
9.32389,	-11.4784
8.3303,	-11.5911
5.72076,	-11.9669
5.2306,	-12.0565
11.4369,	-11.2742
7.15993,	-11.7425
11.709,	-11.2507
9.75828,	-11.4329
10.2099,	-11.3877
12.7569,	-11.1649
7.41252,	-11.7078
8.2808,	-11.5971
10.1826,	-11.3903
8.75145,	-11.5418
6.73707,	-11.8034
4.82648,	-12.1369
8.48332,	-11.5729
8.31923,	-11.5924
7.91124,	-11.6427
12.387,	-11.1944
12.6278,	-11.1751
11.5115,	-11.2677
8.65559,	-11.5528
10.3726,	-11.3718
11.6996,	-11.2515
6.82503,	-11.7904
5.3817,	-12.028
8.67923,	-11.5501
12.247,	-11.2057
10.2071,	-11.3879
7.18768,	-11.7386
5.64394,	-11.9804
9.20817,	-11.4909
7.72032,	-11.6672
16.9022,	-10.8836
7.15441,	-11.7433
13.7167,	-11.0924
15.7095,	-10.9567
10.2728,	-11.3815
11.632,	-11.2573
6.63244,	-11.819
5.99339,	-11.9204
13.3887,	-11.1166
11.34,	-11.2827
7.48243,	-11.6985
6.81577,	-11.7918
5.48512,	-12.009
12.4459,	-11.1896
14.1978,	-11.0579
10.7224,	-11.3387
11.0223,	-11.3111
3.98748,	-12.3279
13.462,	-11.1111
10.4837,	-11.3612
9.35248,	-11.4754
10.9528,	-11.3174
10.4563,	-11.3638
7.99204,	-11.6326
9.4212,	-11.4681
7.50864,	-11.695
10.7353,	-11.3375
9.22214,	-11.4894
7.33326,	-11.7186
8.68565,	-11.5493
9.27068,	-11.4842
6.95243,	-11.7719
7.0974,	-11.7513
10.5339,	-11.3564
5.69417,	-11.9716
9.81721,	-11.4269
6.81171,	-11.7924
8.57287,	-11.5624
6.11767,	-11.8998
14.3951,	-11.0441
8.58364,	-11.5612
18.0635,	-10.8171
10.5816,	-11.3519
8.03688,	-11.627
11.6196,	-11.2583
9.11041,	-11.5016
14.0686,	-11.0671
10.042,	-11.4042
9.16068,	-11.4961
4.07435,	-12.3063
5.97108,	-11.9241
3.84734,	-12.3636
11.2755,	-11.2884
11.5519,	-11.2642
11.1973,	-11.2953
5.22623,	-12.0573
7.69626,	-11.6703
9.05036,	-11.5082
7.39057,	-11.7108
14.0556,	-11.068
11.1676,	-11.298
6.509,	-11.8378
9.12477,	-11.5
6.67965,	-11.8119
4.24957,	-12.2642
4.95638,	-12.1103
14.5341,	-11.0345
11.7829,	-11.2444
3.67088,	-12.4106
7.77655,	-11.6599
14.125,	-11.0631
5.56473,	-11.9946
8.98849,	-11.5151
9.46268,	-11.4637
13.7114,	-11.0928
4.24493,	-12.2653
12.045,	-11.2224
9.84397,	-11.4242
5.89266,	-11.9373
8.96255,	-11.518
6.35747,	-11.8614
10.7888,	-11.3325
9.01892,	-11.5117
7.71324,	-11.6681
11.4362,	-11.2742
12.0975,	-11.218
7.23138,	-11.7326
7.44986,	-11.7028
5.66872,	-11.9761
11.8141,	-11.2417
6.77948,	-11.7971
7.15125,	-11.7437
8.81144,	-11.535
7.03286,	-11.7604
7.447,	-11.7032
11.2777,	-11.2882
7.91574,	-11.6422
6.3631,	-11.8605
12.1624,	-11.2127
8.26773,	-11.5987
10.7692,	-11.3343
13.3431,	-11.12
12.6773,	-11.1712
12.3365,	-11.1984
6.56145,	-11.8298
13.7993,	-11.0864
7.47804,	-11.699
8.78411,	-11.5381
13.3073,	-11.1227
12.2647,	-11.2043
6.77668,	-11.7975
5.51409,	-12.0037
9.78263,	-11.4304
5.16532,	-12.069
5.56353,	-11.9948
6.22992,	-11.8817
9.05965,	-11.5072
8.30654,	-11.594
8.78018,	-11.5385
10.4602,	-11.3634
11.4079,	-11.2767
7.74879,	-11.6635
10.1684,	-11.3917
5.81417,	-11.9507
13.8341,	-11.0839
9.09082,	-11.5038
9.94113,	-11.4143
8.4343,	-11.5787
7.58506,	-11.6848
12.8147,	-11.1604
16.5833,	-10.9026
8.31887,	-11.5925
4.25224,	-12.2636
13.4862,	-11.1094
10.7881,	-11.3326
6.85353,	-11.7863
7.78315,	-11.6591
10.8217,	-11.3295
7.4681,	-11.7004
8.70291,	-11.5474
9.53938,	-11.4556
10.5728,	-11.3527
16.0923,	-10.9327
17.1593,	-10.8685
6.85182,	-11.7865
11.5756,	-11.2621
8.83007,	-11.5329
5.79875,	-11.9534
6.10528,	-11.9019
9.5622,	-11.4532
6.62081,	-11.8208
11.8684,	-11.2371
8.71984,	-11.5454
2.52545,	-12.7846
9.54562,	-11.4549
8.65924,	-11.5524
9.05036,	-11.5082
8.99325,	-11.5145
5.88916,	-11.9379
11.0662,	-11.3071
15.9623,	-10.9408
6.71908,	-11.8061
8.62356,	-11.5565
9.926,	-11.4159
6.17784,	-11.89
8.98951,	-11.515
10.5371,	-11.3561
6.51534,	-11.8369
10.1605,	-11.3925
7.71298,	-11.6681
7.21124,	-11.7354
10.3454,	-11.3745
5.17488,	-12.0672
8.92874,	-11.5217
6.81974,	-11.7912
9.37679,	-11.4728
3.92258,	-12.3443
5.65481,	-11.9785
12.204,	-11.2093
11.722,	-11.2495
7.31842,	-11.7206
11.9918,	-11.2268
10.9545,	-11.3173
11.3426,	-11.2824
13.4469,	-11.1123
8.45182,	-11.5766
7.47368,	-11.6996
16.315,	-10.9189
8.50286,	-11.5706
8.36751,	-11.5867
8.6733,	-11.5508
3.93162,	-12.342
11.0556,	-11.3081
5.5596,	-11.9955
11.5593,	-11.2635
8.05832,	-11.6243
7.57797,	-11.6858
9.85973,	-11.4226
4.49911,	-12.2071
4.06005,	-12.3098
4.64631,	-12.1749
7.01167,	-11.7634
12.7797,	-11.1632
8.53834,	-11.5664
10.0545,	-11.403
6.68728,	-11.8108
6.47237,	-11.8435
5.65542,	-11.9784
8.49424,	-11.5716
7.85669,	-11.6497
7.34797,	-11.7166
7.67053,	-11.6736
10.9607,	-11.3167
15.4426,	-10.9739
7.74448,	-11.664
5.62399,	-11.984
4.22656,	-12.2696
10.9316,	-11.3194
6.31391,	-11.8683
14.9155,	-11.0086
5.1938,	-12.0636
8.48277,	-11.573
5.98924,	-11.9211
10.6206,	-11.3482
12.0861,	-11.219
16.5234,	-10.9062
11.0711,	-11.3067
3.56887,	-12.4388
11.3555,	-11.2813
10.6867,	-11.342
11.9101,	-11.2336
6.85228,	-11.7864
4.49272,	-12.2086
11.2331,	-11.2921
7.2447,	-11.7307
6.89781,	-11.7798
4.68911,	-12.1658
11.8259,	-11.2407
6.44083,	-11.8484
6.95524,	-11.7715
10.0545,	-11.403
8.61723,	-11.5573
10.3628,	-11.3728
12.23,	-11.2071
9.01759,	-11.5118
8.60939,	-11.5582
10.1631,	-11.3923
5.7365,	-11.9642
8.69568,	-11.5482
7.41194,	-11.7079
8.42129,	-11.5803
13.8072,	-11.0858
12.8384,	-11.1586
15.6448,	-10.9609
10.1049,	-11.398
9.23874,	-11.4876
9.92056,	-11.4164
8.70468,	-11.5472
10.1142,	-11.3971
13.9441,	-11.076
9.58521,	-11.4508
14.3343,	-11.0484
11.7857,	-11.2441
5.39954,	-12.0247
9.8647,	-11.4221
8.04488,	-11.626
12.2939,	-11.2019
6.27703,	-11.8741
6.29555,	-11.8712
10.6842,	-11.3422
7.5568,	-11.6886
6.96407,	-11.7703
8.33095,	-11.591
7.7722,	-11.6605
9.13291,	-11.4991
4.83797,	-12.1345
15.008,	-11.0024
5.47429,	-12.011
9.30439,	-11.4805
7.827,	-11.6534
8.65495,	-11.5529
13.4731,	-11.1103
11.8021,	-11.2427
8.87647,	-11.5276
9.23933,	-11.4875
9.49369,	-11.4604
14.4244,	-11.0421
10.8075,	-11.3308
7.51524,	-11.6941
5.99941,	-11.9194
11.0489,	-11.3087
11.3737,	-11.2797
8.4217,	-11.5802
9.33676,	-11.4771
6.19746,	-11.8869
12.3879,	-11.1943
7.85413,	-11.65
7.00603,	-11.7642
11.2062,	-11.2945
14.0453,	-11.0687
12.3532,	-11.1971
5.19693,	-12.0629
18.9803,	-10.7676
9.7168,	-11.4372
6.54657,	-11.8321
7.86844,	-11.6482
7.68269,	-11.672
8.80863,	-11.5353
6.01578,	-11.9166
5.89373,	-11.9371
14.3054,	-11.0504
6.90489,	-11.7788
13.7199,	-11.0922
13.4016,	-11.1156
10.4976,	-11.3599
9.52252,	-11.4574
7.60704,	-11.6819
13.5601,	-11.1039
11.385,	-11.2787
9.80816,	-11.4278
8.11871,	-11.6168
5.35718,	-12.0326
7.03865,	-11.7596
8.79701,	-11.5366
3.76402,	-12.3855
6.86971,	-11.7839
7.3265,	-11.7195
11.5242,	-11.2666
9.3492,	-11.4757
11.0793,	-11.3059
8.78849,	-11.5376
10.9962,	-11.3135
10.2915,	-11.3797
14.6606,	-11.0259
10.8052,	-11.331
7.82434,	-11.6538
10.4155,	-11.3677
8.47572,	-11.5738
7.04962,	-11.758
7.79051,	-11.6581
12.0131,	-11.225
9.39141,	-11.4712
9.12999,	-11.4995
10.2455,	-11.3842
9.84375,	-11.4242
9.83034,	-11.4255
8.53873,	-11.5664
10.1352,	-11.395
8.65575,	-11.5528
7.66023,	-11.675
9.98608,	-11.4098
9.04322,	-11.509
8.95361,	-11.519
5.85261,	-11.9441
4.24565,	-12.2651
11.425,	-11.2752
11.0137,	-11.3119
8.16954,	-11.6106
7.57005,	-11.6868
17.1369,	-10.8698
8.11941,	-11.6168
11.1073,	-11.3034
10.2555,	-11.3832
8.81545,	-11.5345
5.97019,	-11.9242
10.7578,	-11.3354
5.31188,	-12.0411
13.1397,	-11.1354
7.76244,	-11.6617
6.03509,	-11.9134
8.18907,	-11.6082
13.7528,	-11.0898
6.20021,	-11.8864
5.91431,	-11.9336
15.5251,	-10.9686
5.28605,	-12.0459
9.74842,	-11.4339
10.5807,	-11.352
6.77495,	-11.7978
14.0714,	-11.0669
5.51112,	-12.0042
5.38825,	-12.0268
5.48712,	-12.0086
6.85261,	-11.7864
8.14867,	-11.6132
9.45757,	-11.4642
16.0965,	-10.9324
6.39582,	-11.8554
5.27949,	-12.0472
5.20136,	-12.0621
8.4218,	-11.5802
6.38886,	-11.8565
6.76364,	-11.7995
8.45277,	-11.5765
11.2202,	-11.2933
5.60199,	-11.9879
10.1406,	-11.3945
7.88449,	-11.6461
9.62879,	-11.4463
11.0878,	-11.3052
13.351,	-11.1194
5.45484,	-12.0145
9.16852,	-11.4952
12.238,	-11.2065
11.1094,	-11.3032
9.739,	-11.4349
4.07377,	-12.3064
6.19039,	-11.888
7.21975,	-11.7342
14.7508,	-11.0197
10.427,	-11.3666
10.6449,	-11.3459
8.8652,	-11.5289
7.04023,	-11.7594
9.21721,	-11.4899
9.36612,	-11.4739
10.6021,	-11.35
7.89573,	-11.6447
5.92077,	-11.9325
7.98345,	-11.6336
8.26859,	-11.5986
9.5727,	-11.4521
12.1238,	-11.2158
6.46912,	-11.844
11.1837,	-11.2966
10.6155,	-11.3487
10.0513,	-11.4033
4.28983,	-12.2548
4.24622,	-12.265
8.49053,	-11.5721
8.85713,	-11.5298
7.96982,	-11.6354
12.435,	-11.1905
4.82847,	-12.1365
13.5031,	-11.1081
12.3962,	-11.1936
10.6782,	-11.3428
12.0302,	-11.2236
9.53156,	-11.4564
6.7635,	-11.7995
6.21652,	-11.8838
7.63268,	-11.6786
11.4202,	-11.2756
10.6828,	-11.3424
6.55031,	-11.8315
12.3516,	-11.1972
7.37837,	-11.7125
9.58454,	-11.4509
7.04598,	-11.7586
5.53755,	-11.9995
8.06347,	-11.6237
12.7297,	-11.1671
11.925,	-11.2324
8.00816,	-11.6306
9.93107,	-11.4153
7.45892,	-11.7016
9.09981,	-11.5028
7.31674,	-11.7209
8.09499,	-11.6198
10.0065,	-11.4078
7.75981,	-11.6621
6.07779,	-11.9064
5.05407,	-12.0908
10.0906,	-11.3994
9.79006,	-11.4296
6.95939,	-11.7709
11.0816,	-11.3057
9.32629,	-11.4782
7.49952,	-11.6962
8.08019,	-11.6216
8.01689,	-11.6295
8.62509,	-11.5563
7.81994,	-11.6543
8.4424,	-11.5777
7.79814,	-11.6571
12.3788,	-11.195
13.2972,	-11.1235
9.16503,	-11.4956
5.70563,	-11.9696
7.93616,	-11.6396
16.2005,	-10.926
10.1274,	-11.3958
5.42494,	-12.02
12.7599,	-11.1647
9.81079,	-11.4275
9.37022,	-11.4735
10.8948,	-11.3227
9.29586,	-11.4814
5.54952,	-11.9973
6.42554,	-11.8507
8.33922,	-11.59
12.9624,	-11.149
5.15692,	-12.0707
11.6409,	-11.2565
14.0901,	-11.0655
8.63443,	-11.5553
10.158,	-11.3928
8.40922,	-11.5817
8.16432,	-11.6112
9.48494,	-11.4613
8.98547,	-11.5154
8.80448,	-11.5358
4.85111,	-12.1318
7.09387,	-11.7518
13.4227,	-11.1141
10.2374,	-11.385
12.8373,	-11.1587
8.1388,	-11.6144
12.0424,	-11.2226
5.54232,	-11.9986
11.3273,	-11.2838
7.70795,	-11.6688
6.9637,	-11.7703
7.78209,	-11.6592
6.51001,	-11.8377
12.3297,	-11.199
5.15774,	-12.0705
7.27492,	-11.7266
6.90517,	-11.7787
10.1995,	-11.3887
5.44814,	-12.0157
6.84983,	-11.7868
7.29943,	-11.7232
5.0564,	-12.0904
5.30191,	-12.0429
13.6456,	-11.0976
11.2752,	-11.2884
8.8073,	-11.5354
10.6553,	-11.345
4.82977,	-12.1362
11.5654,	-11.263
10.5783,	-11.3522
6.18676,	-11.8886
8.43506,	-11.5786
6.92846,	-11.7754
6.10586,	-11.9018
9.84774,	-11.4238
7.96347,	-11.6362
7.66331,	-11.6746
5.70427,	-11.9698
6.12872,	-11.898
7.98679,	-11.6332
9.46046,	-11.4639
10.217,	-11.387
5.53341,	-12.0002
6.27626,	-11.8742
7.72664,	-11.6663
7.03019,	-11.7608
11.2105,	-11.2942
16.4073,	-10.9133
7.62459,	-11.6796
9.51962,	-11.4577
7.80944,	-11.6557
5.72589,	-11.966
5.9458,	-11.9283
10.3889,	-11.3703
6.76919,	-11.7986
10.2835,	-11.3805
12.156,	-11.2132
13.5866,	-11.1019
9.06646,	-11.5064
7.21311,	-11.7351
6.71537,	-11.8066
6.40819,	-11.8534
9.74861,	-11.4339
10.357,	-11.3734
5.22181,	-12.0582
11.7006,	-11.2514
8.69872,	-11.5478
12.1031,	-11.2176
7.37301,	-11.7132
13.501,	-11.1083
7.17823,	-11.74
9.41979,	-11.4682
12.182,	-11.2111
6.48158,	-11.8421
9.10228,	-11.5025
11.4873,	-11.2698
17.4228,	-10.8532
7.50692,	-11.6952
7.59817,	-11.6831
8.65461,	-11.5529
4.40526,	-12.2282
10.8093,	-11.3306
4.70237,	-12.1629
7.04247,	-11.7591
7.58358,	-11.685
5.63792,	-11.9815
4.64513,	-12.1752
11.3944,	-11.2779
8.32822,	-11.5914
10.6717,	-11.3434
5.84485,	-11.9455
9.94696,	-11.4137
4.42779,	-12.2231
9.95966,	-11.4125
5.00026,	-12.1015
9.09566,	-11.5032
5.60376,	-11.9876
3.62963,	-12.4219
11.1178,	-11.3025
6.24232,	-11.8797
8.97661,	-11.5164
7.20667,	-11.736
10.7146,	-11.3394
5.55769,	-11.9958
11.1205,	-11.3022
7.87849,	-11.6469
12.6126,	-11.1763
8.36465,	-11.587
5.22841,	-12.0569
13.6095,	-11.1002
2.31434,	-12.8719
3.91063,	-12.3473
8.29286,	-11.5956
5.80601,	-11.9521
3.64875,	-12.4166
11.2806,	-11.2879
8.93248,	-11.5213
10.3917,	-11.37
6.95565,	-11.7715
8.47658,	-11.5737
10.0586,	-11.4026
9.11562,	-11.501
11.7028,	-11.2512
6.64928,	-11.8165
14.8672,	-11.0119
18.6952,	-10.7828
5.98035,	-11.9225
10.9279,	-11.3197
9.05134,	-11.5081
2.51446,	-12.789
19.8846,	-10.7211
10.8571,	-11.3262
8.45777,	-11.5759
8.23408,	-11.6027
15.2304,	-10.9877
9.0559,	-11.5076
4.85092,	-12.1318
3.50434,	-12.457
8.73166,	-11.5441
7.65299,	-11.6759
11.4932,	-11.2693
8.69093,	-11.5487
10.1996,	-11.3887
8.7656,	-11.5402
9.40695,	-11.4696
9.10231,	-11.5025
7.77293,	-11.6604
7.76635,	-11.6612
9.76945,	-11.4318
7.4207,	-11.7067
11.2482,	-11.2908
6.32687,	-11.8662
6.48131,	-11.8421
9.23854,	-11.4876
12.1746,	-11.2117
10.1757,	-11.391
10.9002,	-11.3222
8.00699,	-11.6307
7.27804,	-11.7262
6.42073,	-11.8515
10.3469,	-11.3743
15.0781,	-10.9978
8.40227,	-11.5825
6.87742,	-11.7828
11.1982,	-11.2953
10.2292,	-11.3858
8.69838,	-11.5479
9.69662,	-11.4392
17.0251,	-10.8763
6.02592,	-11.9149
8.09964,	-11.6192
12.0506,	-11.2219
5.74596,	-11.9625
16.3555,	-10.9164
9.62993,	-11.4461
7.94678,	-11.6382
8.26194,	-11.5994
5.40981,	-12.0228
8.55761,	-11.5642
5.03666,	-12.0943
13.6244,	-11.0992
6.12914,	-11.898
7.15467,	-11.7433
8.83578,	-11.5322
5.97742,	-11.923
3.46002,	-12.4697
8.28122,	-11.597
7.6838,	-11.6719
7.57979,	-11.6855
10.2699,	-11.3818
9.06758,	-11.5063
6.87208,	-11.7835
12.4833,	-11.1866
7.2457,	-11.7306
10.7304,	-11.3379
9.14129,	-11.4982
